12.991420413158707, 80.21958723246922
12.990712700353534, 80.2193397240278
12.990359838317525, 80.21923137786975
12.9899679801593, 80.21909082069118
12.989750175235445, 80.21900199636312
12.989456280955372, 80.21890926766892
12.98926700904599, 80.21883020425614
12.989099612670406, 80.21876871049037
12.989099612670406, 80.21876871049037
12.988748650577122, 80.21864865123362
12.988593618386892, 80.21860082274912
12.992951938796915, 80.21838527260269
12.99299257403631, 80.21848952993645
12.99271538351663, 80.2187084703366
12.992390301045292, 80.21894230464127
12.99206666941181, 80.21915379808817
12.991857687323549, 80.21930720530663
12.991629838604076, 80.21951125180269
12.988658495349922, 80.22038797830231
12.988506618130154, 80.22033484248956
12.988347837301118, 80.22024628280164
12.988225299852795, 80.22018960460137
12.988235655132458, 80.21999123090045
12.988280528005992, 80.21976806048689
12.988339207906057, 80.21951300858848
12.98838408076089, 80.21924910071849
12.98843930887881, 80.21908437969894
12.988485907593729, 80.21891080271064
12.988522151032635, 80.21871065781595
